Abortiporus biennis
Boletellus sinapipes
Boletellus singaporensis
Boletellus squamosus
Boletellus taiwanensis
Boletellus umbrinellus
Boletellus velutinus
Boletellus violaceus
Boletellus vulgaris
Boletellus wenshanensis
Boletellus yunnanensis
Boletinellus exiguus
Boletinellus merulioides
Boletinellus monticola
Boletinellus proximus
Boletinellus rhytidophyllus
Boletinellus rompelii
Boletinus ampliporus
Boletinus appendiculatus
Boletinus asiaticus
Boletinus floridanus
Boletinus glandulosus
Boletinus grisellus
Boletinus griseopallidus
Boletinus lignicola
Boletinus sinuspaulianus
Boletinus solidipes
Boletinus spectabilis
Boletinus subspectabilis
Boletochaete bicolor
Boletochaete hastulifera
Boletochaete mirans
Boletochaete setulosa
Boletochaete spinifera
Boletopsis atrata
Boletopsis grisea
Boletopsis leucomelaena
Boletopsis macrocarpa
Boletopsis mediterraneensis
Boletopsis nothofagi
Boletopsis smithii
Boletopsis staudtii
Boletopsis subsquamosa
Boletopsis tibetana
Boletopsis watlingii
Boletus aereus
Boletus albobrunnescens
Boletus alexandri
Boletus alutaceus
Boletus amyloideus
Boletus angustisporus
Boletus araucariae
Boletus astratus
Boletus atkinsonii
Boletus atroviolaceus
Boletus aurantioruber
Boletus aurantiosplendens
Boletus aureissimus
Boletus aureomycetinus
Boletus austroedulis
Boletus bainiugan
Boletus bakeri
Boletus bannaensis
Boletus barragensis
Boletus barrowsii
Boletus bicolor
Boletus bicoloroides
Boletus billieae
Boletus blanditus
Boletus botryoides
Boletus brasiliensis
Boletus bresadolanus
Boletus bresinskyanus
Boletus brevitubus
Boletus brunneopanoides
Boletus brunneus
Boletus calvinii
Boletus candidissimus
Boletus carminiporus
Boletus carneiporus
Boletus carpinicola
Boletus carramarus
Boletus castaneobrunneus
Boletus castanopsidis
Boletus changensis
Boletus chilensis
Boletus chippewaensis
Boletus chlamydosporus
Boletus chrysops
Boletus cicognanii
Boletus citrifragrans
Boletus coffeatus
Boletus coniferarum
Boletus cyanicolor
Boletus dimocarpicola
Boletus durhamensis
Boletus eberwhitei
Boletus edulis
Boletus fagacicola
Boletus fagicola
Boletus fairchildianus
Boletus farinodorus
Boletus farinolens
Boletus fibrillosus
Boletus flammans
Boletus flammeus
Boletus flavissimus
Boletus flavorubellus
Boletus formosus
Boletus fuligineotomentosus
Boletus fulvomaculatus
Boletus fuscimicroporus
Boletus fuscopunctatus
Boletus gansuensis
Boletus generosus
Boletus griseiceps
Boletus guatemalensis
Boletus harrisonii
Boletus havilandii
Boletus himalayensis
Boletus hiratsukae
Boletus holoroseus
Boletus holoxanthus
Boletus honestus
Boletus hongoi
Boletus horakii
Boletus hoseneyae
Boletus huronensis
Boletus hypohaematicus
Boletus inaequilateralis
Boletus indoedulis
Boletus insuetus
Boletus intentus
Boletus jocosus
Boletus kermesinus
Boletus kumaeus
Boletus kundabungkid
Boletus kuthanii
Boletus lakhanpalii
Boletus latisporus
Boletus leuphaeus
Boletus lewisii
Boletus lignatilis
Boletus littoreus
Boletus loosei
Boletus loricaceus
Boletus loyita
Boletus lubricus
Boletus luridellus
Boletus luteoloincrustatus
Boletus lychnipes
Boletus mahoganicoloroides
Boletus mahogonicolor
Boletus mamorensis
Boletus manicus
Boletus mariae
Boletus megalosporus
Boletus megasporus
Boletus meiweiniuganjun
Boletus melleoluteus
Boletus michoacanus
Boletus microsporus
Boletus miniatoaurantiacus
Boletus miniatopallescens
Boletus minimus
Boletus monilifer
Boletus monsfraseri
Boletus mottiae
Boletus nancyae
Boletus neoregius
Boletus neotropicus
Boletus nigriceps
Boletus nigromaculatus
Boletus nigroviolaceus
Boletus njalaensis
Boletus nobilis
Boletus nobilissimus
Boletus novae-zelandiae
Boletus nugatorius
Boletus obscureorubeus
Boletus occidentalis
Boletus ochraceoluteus
Boletus odaiensis
Boletus oksapminensis
Boletus olivaceiluteus
Boletus orientialbus
Boletus orovillus
Boletus pakistanicus
Boletus pallidissimus
Boletus paluster
Boletus patriciae
Boletus patrioticus
Boletus paulae
Boletus peltatus
Boletus perroseus
Boletus persimilis
Boletus phytolaccae
Boletus piculinus
Boletus piedmontensis
Boletus pinetorum
Boletus pinophilus
Boletus poeticus
Boletus polychrous
Boletus projectelloides
Boletus prolinius
Boletus pseudochrysenteron
Boletus pseudofrostii
Boletus pseudoluridus
Boletus pseudo-olivaceus
Boletus pseudoparvulus
Boletus pseudopeckii
Boletus pseudopinophilus
Boletus pseudosatanas
Boletus pseudoseparans
Boletus pseudostrobilomyces
Boletus puellaris
Boletus punctilifer
Boletus purpureorubellus
Boletus purus
Boletus putidus
Boletus pyrrhosceles
Boletus quercophilus
Boletus quisquiliarum
Boletus ratonjoghensis
Boletus rawlingsii
Boletus reayi
Boletus recapitulatus
Boletus regineus
Boletus reichertii
Boletus reticulatus
Boletus reticuloceps
Boletus rex-veris
Boletus rhodocarpus
Boletus roodyi
Boletus roseibrunneus
Boletus roseoareolatus
Boletus roseobadius
Boletus roseolateritius
Boletus rubissimus
Boletus rubriceps
Boletus rubrifibrillosus
Boletus rubriflavus
Boletus rubroflammeus
Boletus rubroglutinosus
Boletus rufobrunnescens
Boletus rufocinnamomeus
Boletus rugosellus
Boletus rugosovinosus
Boletus rugulosiceps
Boletus sartor
Boletus scabripes
Boletus schmitzii
Boletus semigastroideus
Boletus semitarius
Boletus sensibilis
Boletus sepiola
Boletus sharmae
Boletus shiyong
Boletus silvaticus
Boletus sinapecruentus
Boletus singeri
Boletus sinoedulis
Boletus smithii
Boletus smotlachianus
Boletus sordidiformis
Boletus speciosus
Boletus spectabilissimus
Boletus sphaerocystis
Boletus spiculipes
Boletus spretus
Boletus squamulistipes
Boletus streptopus
Boletus subaereus
Boletus subaestivalis
Boletus subalpinus
Boletus subcaerulescens
Boletus subcinnamomeus
Boletus subclavatosporus
Boletus subdepauperatus
Boletus subfraternus
Boletus subgraveolens
Boletus subgriseus
Boletus subluridellus
Boletus subparvulus
Boletus subreticulatus
Boletus subsensibilis
Boletus subspeciosus
Boletus subtostus
Boletus subviolaceofuscus
Boletus tasmanicus
Boletus thalassinus
Boletus tomentipes
Boletus tomentoides
Boletus tomentososquamulosus
Boletus tomentosulus
Boletus tubulus
Boletus tylopilopsis
Boletus umbrinipileus
Boletus umbriniporus
Boletus vanderbiltianus
Boletus variipes
Boletus variisporus
Boletus vassilkovii
Boletus vermiculosoides
Boletus vermiculosus
Boletus vinaceobasis
Boletus vinosulus
Boletus violaceofuscus
Boletus viridis
Boletus viscidiceps
Boletus viscidipellis
Boletus viscidocorrugis
Boletus yunnanensis
Bondarzewia mesenterica
Boreostereum radiatum
Borofutus dhakanus
Bothia castanella
Bothia fujianensis
Botryobasidium granulatum
Botryobasidium isabellinum
Botryobasidium ramosissimum
Boubovia ascoboloides
Boubovia luteola
Boubovia nicholsonii
Boubovia ovalispora
Boubovia subprolata
Bovista bovistoides
Brauniellula crassitunicata
Brauniellula nancyae
Bryoscyphus turbinatus
Buchwaldoboletus acaulis
Buchwaldoboletus brachyspermus
Buchwaldoboletus duckeanus
Buchwaldoboletus kivuensis
Buchwaldoboletus lignicola
Buchwaldoboletus parvulus
Buchwaldoboletus pseudolignicola
Buchwaldoboletus xylophilus
Buglossoporus quercinus
Butyriboletus abieticola
Butyriboletus appendiculatus
Butyriboletus autumniregius
Butyriboletus brunneoides
Butyriboletus brunneus
Butyriboletus cepaeodoratus
Butyriboletus fechtneri
Butyriboletus fuscoroseus
Butyriboletus huangnianlaii
Butyriboletus loyo
Butyriboletus parachinarensis
Butyriboletus peckii
Butyriboletus persolidus
Butyriboletus primiregius
Butyriboletus pseudoregius
Butyriboletus pseudoroseoflavus
Butyriboletus pseudospeciosus
Butyriboletus pulchriceps
Butyriboletus querciregius
Butyriboletus regius
Butyriboletus roseoflavus
Butyriboletus roseogriseus
Butyriboletus roseopurpureus
Butyriboletus sanicibus
Butyriboletus sinoregius
Butyriboletus subappendiculatus
Butyriboletus subregius
Butyriboletus subsplendidus
Butyriboletus taughannockensis
Butyriboletus yicibus
Byssocorticium atrovirens
Byssocorticium caeruleum
Byssocorticium californicum
Byssocorticium efibulatum
Byssocorticium naviculare
Byssocorticium neomexicanum
Byssocorticium pulchrum
Byssomerulius corium
Byssomerulius incarnatus
Byssomerulius pavonius
Byssonectria buchsii
Byssonectria carestiae
Byssonectria deformis
Byssonectria fusispora
Byssonectria tetraspora
Byssonectria thuemenii
Byssoporia terrestris
Callistosporium luteo-olivaceum
Caloboletus calopus
Caloboletus conifericola
Caloboletus firmus
Caloboletus frustosus
Caloboletus guanyui
Caloboletus inedulis
Caloboletus kluzakii
Caloboletus marshii
Caloboletus panniformis
Caloboletus polygonius
Caloboletus radicans
Caloboletus roseipes
Caloboletus roseo-olivaceus
Caloboletus rubripes
Caloboletus taienus
Caloboletus xiangtoushanensis
Caloboletus yunnanensis
Calocybe albella
Calocybe alpestris
Calocybe aromatica
Calocybe carnea
Calocybe charistera
Calocybe chrysenteron
Calocybe civilis
Calocybe favrei
Calocybe gambosa
Calocybe gangraenosa
Calocybe graveolens
Calocybe hebelomoides
Calocybe heterospora
Calocybe hypoxantha
Calocybe ionides
Calocybe littoralis
Calocybella pudica
Calocybe musashiensis
Calocybe naucoria
Calocybe obscurissima
Calocybe ochracea
Calocybe onychina
Calocybe pseudoflammula
Calocybe rubrocyanea
Calocybe theiochroa
Calocybe venezuelana
Calodon olidus
Calonarius adonis
Calonarius albertii
Calonarius albidolilacinus
Calonarius alcalinophilus
Calonarius alnobetulae
Calonarius amabilis
Calonarius amnicola
Calonarius anaunianus
Calonarius anetholens
Calonarius arcuatorum
Calonarius arenicola
Calonarius atrovirens
Calonarius aureocalceolatus
Calonarius aureofulvus
Calonarius aureopulverulentus
Calonarius aurora
Calonarius barbaricus
Calonarius barbarorum
Calonarius bigelowii
Calonarius cacodes
Calonarius caesiocinctus
Calonarius caesiolatens
Calonarius callochrous
Calonarius calojanthinus
Calonarius caroviolaceus
Calonarius caryae
Calonarius catharinae
Calonarius cedretorum
Calonarius chailluzii
Calonarius cisticola
Calonarius citrinipedes
Calonarius citrinus
Calonarius claroflavus
Calonarius cobaltinus
Calonarius coniferarum
Calonarius corrosus
Calonarius cupreorufus
Calonarius dalecarlicus
Calonarius dibaphus
Calonarius elegantiomontanus
Calonarius elegantio-occidentalis
Calonarius elegantior
Calonarius elegantissimus
Calonarius elotoides
Calonarius elotus
Calonarius evosmus
Calonarius flavaurora
Calonarius flavipallens
Calonarius flavoaurantians
Calonarius flavobulbus
Calonarius flavovirens
Calonarius frondosophilus
Calonarius fulvoarcuatorum
Calonarius fulvocitrinus
Calonarius fulvoincarnatus
Calonarius glaucescens
Calonarius glaucoelotus
Calonarius haasii
Calonarius hildegardiae
Calonarius humolens
Calonarius insignibulbus
Calonarius intricatus
Calonarius ionochlorus
Calonarius jardinensis
Calonarius juxtadibaphus
Calonarius kristiniae
Calonarius laberiae
Calonarius langeorum
Calonarius largentii
Calonarius lavandulochlorus
Calonarius lentus
Calonarius lilacinovelatus
Calonarius lilaciotinctus
Calonarius luteicolor
Calonarius luteolus
Calonarius mariekristinae
Calonarius meinhardii
Calonarius metarius
Calonarius mikedavisii
Calonarius molochinus
Calonarius moseri
Calonarius murellensis
Calonarius napus
Calonarius natalis
Calonarius nymphicolor
Calonarius ochraceopallescens
Calonarius odoratus
Calonarius odorifer
Calonarius olearioides
Calonarius olivaceolamellatus
Calonarius oliveopetasatus
Calonarius olympianus
Calonarius osloensis
Calonarius osmophorus
Calonarius parasuaveolens
Calonarius piceae
Calonarius platypus
Calonarius praetermissus
Calonarius prasinus
Calonarius pseudocisticola
Calonarius pseudocupreorufus
Calonarius pseudoglaucopus
Calonarius pseudoparvus
Calonarius quercilicis
Calonarius rapaceoides
Calonarius rapaceotomentosus
Calonarius rufo-olivaceus
Calonarius sancti-felicis
Calonarius sannio
Calonarius saporatus
Calonarius saxamontanus
Calonarius selandicus
Calonarius sodagnitus
Calonarius spectabilis
Calonarius speculum
Calonarius splendens
Calonarius splendidior
Calonarius splendificus
Calonarius suaveolens
Calonarius subgracilis
Calonarius sublilacinopes
Calonarius subpurpureophyllus
Calonarius subsulfurinus
Calonarius sulfurinus
Calonarius typicus
Calonarius verrucisporus
Calonarius vesterholtii
Calonarius violaceipes
Calonarius viridicarneus
Calonarius viridirubescens
Calonarius xanthochlorus
Calonarius xanthodryophilus
Calonarius xanthophyllus
Calongea prieguensis
Caloscypha fulgens
Calostoma aeruginosum
Calostoma areolatum
Calostoma berkeleyi
Calostoma brookei
Calostoma cinnabarinum
Calostoma fuhreri
Calostoma fuscum
Calostoma guangxiense
Calostoma guizhouense
Calostoma hunanense
Calostoma insigne
Calostoma japonicum
Calostoma jiangii
Calostoma junghuhnii
Calostoma luridum
Calostoma maoershanense
Calostoma miniata
Calostoma naaxtututs
Calostoma oriruber
Calostoma pachystelis
Calostoma pengii
Calostoma ravenelii
Calostoma retisporum
Calostoma rodwayi
Calostoma sarasinii
Calostoma singaporense
Calostoma sinocinnabarinum
Calostoma tooteic
Calostoma variispora
Calostoma viride
Calostoma yunnanense
Calostoma zanchianum
Calycina italica
Camarophyllopsis dennisiana
Camarophyllopsis microspora
Camarophyllopsis rugulosoides
Camarophyllopsis schulzeri
Camarophyllus subpratensis
Campanella capensis
Campanella junghuhnii
Cantharellopsis prescotii
Cantharellus afrocibarius
Cantharellus albidolutescens
Cantharellus albidosquamosus
Cantharellus albomarginatus
Cantharellus albopileatus
Cantharellus alboroseus
Cantharellus alborufescens
Cantharellus albovenosus
Cantharellus albus
Cantharellus alpinus
Cantharellus altipes
Cantharellus amazonensis
Cantharellus ambohitantelyensis
Cantharellus amethysteus
Cantharellus anzutake
Cantharellus appalachiensis
Cantharellus applanatus
Cantharellus atlanticus
Cantharellus atrofuscus
Cantharellus atrolilacinus
Cantharellus attenuatus
Cantharellus aurantinus
Cantharellus aurantioconspicuus
Cantharellus austrosinensis
Cantharellus betularum
Cantharellus borealis
Cantharellus brunneopallidus
Cantharellus californicus
Cantharellus camphoratus
Cantharellus carneoflavus
Cantharellus cascadensis
Cantharellus caucasicus
Cantharellus cerinoalbus
Cantharellus chicagoensis
Cantharellus chrysanthus
Cantharellus chuiweifanii
Cantharellus cibarioides
Cantharellus cibarius
Cantharellus ciliatus
Cantharellus cinnabarinus
Cantharellus citrinus
Cantharellus coccolobae
Cantharellus congolensis
Cantharellus conspicuus
Cantharellus convexus
Cantharellus corallinus
Cantharellus croceifolius
Cantharellus curvatus
Cantharellus cuticulatus
Cantharellus cyanoxanthus
Cantharellus cyphelloides
Cantharellus deceptivus
Cantharellus decipiens
Cantharellus decolorans
Cantharellus defibulatus
Cantharellus delitescens
Cantharellus densifolius
Cantharellus densilamellatus
Cantharellus diminutivus
Cantharellus eccentricus
Cantharellus elongatipes
Cantharellus elsae
Cantharellus enelensis
Cantharellus eucalyptorum
Cantharellus eyssartieri
Cantharellus ferruginascens
Cantharellus fibrillosus
Cantharellus flavolateritius
Cantharellus flavus
Cantharellus floridulus
Cantharellus formosus
Cantharellus friesii
Cantharellus fuligineus
Cantharellus furcatus
Cantharellus galbanus
Cantharellus gallaecicus
Cantharellus garnierii
Cantharellus goossensiae
Cantharellus gracilis
Cantharellus griseoisabellinus
Cantharellus griseotinctus
Cantharellus guineensis
Cantharellus guyanensis
Cantharellus hainanensis
Cantharellus heinemannianus
Cantharellus henrici
Cantharellus himalayensis
Cantharellus hongneungensis
Cantharellus humidicola
Cantharellus hydnoides
Cantharellus hygrophoroides
Cantharellus hystrix
Cantharellus ianthinoxanthus
Cantharellus ianthinus
Cantharellus ibityensis
Cantharellus imperatae
Cantharellus inconspicuus
Cantharellus incrassatus
Cantharellus indicus
Cantharellus intensissimus
Cantharellus isabellinus
Cantharellus iuventateviridis
Cantharellus koreanus
Cantharellus laevihymeninus
Cantharellus lateritius
Cantharellus lewisii
Cantharellus longisporus
Cantharellus lourizanianus
Cantharellus luteopunctatus
Cantharellus luteostipitatus
Cantharellus luteovirens
Cantharellus macrocarpus
Cantharellus magnus
Cantharellus melanoxeros
Cantharellus merrillii
Cantharellus microcibarius
Cantharellus mikemboensis
Cantharellus miniatescens
Cantharellus minioalbus
Cantharellus minor
Cantharellus minutissimus
Cantharellus miomboensis
Cantharellus natarajanii
Cantharellus neocaledoniensis
Cantharellus neopersicinus
Cantharellus nigrescens
Cantharellus nigripedes
Cantharellus nothofagorum
Cantharellus novoguineensis
Cantharellus ochraceoravus
Cantharellus odoratus
Cantharellus omphalinoides
Cantharellus pallens
Cantharellus parviluteus
Cantharellus parvisporus
Cantharellus parvoflavus
Cantharellus paucifurcatus
Cantharellus pellucidus
Cantharellus persicinus
Cantharellus phasmatis
Cantharellus phloginus
Cantharellus pinetorum
Cantharellus plicatulus
Cantharellus protectus
Cantharellus pseudocibarius
Cantharellus pseudoformosus
Cantharellus pseudofriesii
Cantharellus pseudominimus
Cantharellus pseudomiomboensis
Cantharellus pudorinus
Cantharellus purpuraceus
Cantharellus pusio
Cantharellus queletii
Cantharellus quercophilus
Cantharellus ravus
Cantharellus reniformis
Cantharellus rhodophyllus
Cantharellus romagnesianus
Cantharellus roseocanus
Cantharellus roseofagetorum
Cantharellus ruber
Cantharellus rubescens
Cantharellus rubrosalmoneus
Cantharellus rufopunctatus
Cantharellus schmitzii
Cantharellus sebosus
Cantharellus septentrionalis
Cantharellus sikkimensis
Cantharellus sinocinnabarinus
Cantharellus sinominor
Cantharellus solidus
Cantharellus sordidus
Cantharellus spectaculus
Cantharellus stramineus
Cantharellus subalbidus
Cantharellus subamethysteus
Cantharellus subcibarius
Cantharellus subcyanoxanthus
Cantharellus subdenticulatus
Cantharellus subfloridulus
Cantharellus subincarnatus
Cantharellus sublaevis
Cantharellus subminor
Cantharellus subvaginatus
Cantharellus tabernensis
Cantharellus tanzanicus
Cantharellus tenuis
Cantharellus tenuithrix
Cantharellus texensis
Cantharellus tomentosoides
Cantharellus tomentosus
Cantharellus tricolor
Cantharellus tuberculosporus
Cantharellus umbriceps
Cantharellus vaginatus
Cantharellus variabilicolor
